,id,name,domain_id,closed,city_name,zipcode,geohash,new_open,weighted_average_rating,number_of_chains,number_of_bookmarks,number_of_reviews,number_of_product_tags,total_number_of_views,number_of_checkins,number_of_menu_groups,number_of_menu_photos,category_name,price_range,avg_price,parking,credit_card_accepted,good_for_groups,good_for_kids,bookable,best_of_wongnai,wifi,number_of_seats,music_venue,hotel_restaurant,pet_friendly,delivery
75101,117963,สถานีนมชมพู,1,0,Nakhon Si Thammarat,,w1xh2mc,1,4.0,,,1,1,574,0,0,0,Thai,1.0,,,,,,,,,,,,,
75144,118024,อีสานครกไม้,1,0,Nakhon Si Thammarat,80110,w1qyrer,0,0.0,,,0,0,307,0,0,0,North East,,,,,,,,,,,,,,
75239,118150,ตลิ่งชัน-60bar นครศรีธรรมราช,1,0,Nakhon Si Thammarat,,w1rpfyt,0,4.0,,2.0,1,0,990,0,0,0,Bars,1.0,,,,,,,,,,,,,
75282,118207,โกปี้,1,0,Nakhon Si Thammarat,80000,w1x04b1,0,3.485294118,,8.0,6,1,1593,1,0,1,Café/Coffee Shop,1.0,,3.0,,,,,,0.0,,,,,
75375,118347,พื้นบ้านชานเมือง,1,0,Nakhon Si Thammarat,,w1rperg,0,3.0,,,1,0,477,1,0,1,Southern Food,2.0,,3.0,1.0,,,1.0,,1.0,3.0,,,,
75688,118799,ครัว ณ ฅอน,1,0,Nakhon Si Thammarat,80000,w1rpfgz,0,0.0,,,0,0,70,0,0,0,Quick Meal,1.0,,,,,,,,,,,,,
75703,118826,ยูโร 2000,1,0,Nakhon Si Thammarat,80240,w1qxjp1,0,0.0,,,0,0,166,0,0,0,Other,,,,,,,,,,,,,,
75715,118843,นมยาน ทุ่งสง,1,0,Nakhon Si Thammarat,,w1qyt2h,0,3.428571429,,1.0,2,0,1186,0,0,0,Steak House/Barbeque,2.0,,1.0,0.0,,,,,,,,,,
75746,118885,ครัวชาวบ้าน,1,0,Nakhon Si Thammarat,80170,w1rmf0m,0,0.0,,1.0,0,0,668,0,0,0,Thai,,,,,,,,,,,,,,
75771,118920,หัวปลาฝาแฝดชุมพร,1,0,Nakhon Si Thammarat,,w1qy7yh,0,4.0,,3.0,3,1,1118,1,0,2,Thai,2.0,,1.0,0.0,,,,,0.0,3.0,,,,
75922,119127,ชายคา,1,0,Nakhon Si Thammarat,,w1xh27v,0,5.0,,2.0,1,0,1668,0,0,0,Bars,2.0,,3.0,0.0,,,,,,,1.0,,,
76111,119398,มนต์ดรรม,1,0,Nakhon Si Thammarat,,w1x50yx,0,4.0,,2.0,1,1,719,1,0,0,Café/Coffee Shop,1.0,,,,,,,,,,,,,
76147,119449,เครปบุฟเฟ่ต์ by พี่เท่ห์,1,0,Nakhon Si Thammarat,,w1rpfww,0,3.7438016530000002,,5.0,5,1,584,1,0,1,Dessert,1.0,,1.0,0.0,,,,,,,,,,
76225,119567,บ้านต้นไม้ ชายน้ำ,1,0,Nakhon Si Thammarat,80160,w1x1660,0,4.2023809519999995,,3.0,4,0,2440,2,0,0,Seafood,3.0,,3.0,0.0,1.0,,,,,2.0,,,,
76298,119671,ค. กาแฟ,1,0,Nakhon Si Thammarat,80220,w1qz9gu,0,4.0,,5.0,3,0,3708,3,0,0,Juice/Coffee/Tea/Soft drinks,2.0,,,,,,,,,,,,,
76340,119741,The Pizza Company ,1,0,Nakhon Si Thammarat,80000,w1rpdvg,0,0.0,,1.0,0,0,547,2,0,0,Pizza,2.0,,3.0,,,,,,,,,,,
76460,119891,ป้าแอ๊ด อาหารตามสั่ง,1,0,Nakhon Si Thammarat,80110,w1qveyu,0,3.0,,1.0,2,0,709,2,0,1,Southern Food,1.0,,,,,,,,,,,,,
76910,120516,ใจบ้าน,1,0,Nakhon Si Thammarat,80170,w1rmf06,0,4.06,,18.0,9,0,6231,5,0,10,Steak House/Barbeque,2.0,,3.0,1.0,1.0,1.0,1.0,,1.0,4.0,,,,
76982,120614,Duckling Coffee,1,0,Nakhon Si Thammarat,,w1qy7yp,0,0.0,,,0,0,171,0,0,0,Fusion Food,1.0,,1.0,,,,,,1.0,,,,,
76996,120632,ร็อค 99,1,0,Nakhon Si Thammarat,80000,w1x048q,0,3.583333333,,,3,0,476,1,0,0,Other,2.0,,,,,,,,,,,,,
77093,120771,Swensen's,1,0,Nakhon Si Thammarat,,w1rpg0b,0,3.0,,1.0,1,0,408,2,0,0,Ice Cream,2.0,,3.0,,,,,,0.0,2.0,,,,
77243,121002,สองเรา,1,0,Nakhon Si Thammarat,80120,w1x51pu,0,0.0,,1.0,0,0,882,0,0,0,Ice Cream,1.0,,3.0,,1.0,1.0,0.0,,,,,,,
77274,121043,Happy หมูกะทะ,1,0,Nakhon Si Thammarat,80160,w1x13b6,0,3.666666667,,9.0,1,0,2658,1,0,0,Moo Kata,2.0,,,0.0,,,,,,,,,,
77275,121044,ร้านนัสรีน,1,0,Nakhon Si Thammarat,,w1x044j,0,4.0,,,1,1,230,0,0,0,Southern Food,1.0,,3.0,0.0,1.0,1.0,1.0,,1.0,2.0,,,,
77367,121197,เรือนชมพู,1,0,Nakhon Si Thammarat,80110,w1rjc15,0,0.0,,,0,0,428,0,0,0,Thai,,,,,,,,,,,,,,
77475,121354,ลิกอร์,1,0,Nakhon Si Thammarat,,w1x04sz,0,4.0,,,2,0,766,3,0,0,Thai,2.0,,3.0,1.0,,,,,,3.0,,,,
77637,121584,วัฒน์ ติ่มซำ สะพานยาว,1,0,Nakhon Si Thammarat,,w1x0494,0,4.0,,2.0,6,0,1410,3,0,0,Dim Sum,1.0,,1.0,0.0,1.0,1.0,1.0,,0.0,2.0,,,,
77741,121732,Dairy Queen,1,0,Nakhon Si Thammarat,,w1rpfzg,0,0.0,,,0,0,131,1,0,0,Ice Cream,1.0,,,,,,,,,,,,,
78226,122388,โรตีซัน,1,0,Nakhon Si Thammarat,,w1x0fqp,0,4.414634146,,2.0,4,4,1174,2,0,3,Muslim,1.0,,1.0,,,,,,,,,,,
78456,122708,กล้วยแขก (ขนมทอดพื้นบ้าน),1,0,Nakhon Si Thammarat,80000,w1x04b9,0,3.0,,,1,0,588,3,0,0,Street Food/Food Stands,1.0,,1.0,,,,,,,,,,,
78479,122747,ตำมั่ว สหไทยพลาซ่า,1,0,Nakhon Si Thammarat,,w1qykjt,1,0.0,,,0,0,462,1,0,0,North East,2.0,,3.0,,,,,,,,,,,
78971,123443,บ้านนอกเมืองcafe,1,0,Nakhon Si Thammarat,,w1rn6g8,1,3.09375,,8.0,2,0,2546,1,0,0,Steak House/Barbeque,1.0,,3.0,,1.0,1.0,,,1.0,2.0,,,,
78972,123444,ห้องนั่งเล่น,1,0,Nakhon Si Thammarat,,w1x11wt,0,3.0,,,1,0,498,1,0,1,Café/Coffee Shop,1.0,,3.0,,,,,,,2.0,,,,
79124,123655,ก๋วยจั๊บ น้ำข้น,1,0,Nakhon Si Thammarat,,w1x049t,0,3.411764706,,,2,0,186,3,0,0,Quick Meal,1.0,,1.0,0.0,,,,,,,,,,
79135,123668,น้ำตกหนานสวรรค์,4,0,Nakhon Si Thammarat,80180,w1quyu8,0,0.0,,,0,0,191,0,0,0,Water Fall,,,,,,,,,,,,,,
79158,123709,Infinity Bakery By Meaw,1,0,Nakhon Si Thammarat,,w1wbf7j,1,0.0,,1.0,0,0,182,0,0,0,Bakery/Cake,1.0,,3.0,0.0,1.0,1.0,0.0,,,,,,,
79186,123751,บ้านปุ๋ย,1,0,Nakhon Si Thammarat,80110,w1qys24,0,3.5111111110000004,,7.0,4,3,2707,2,0,4,North East,2.0,,3.0,0.0,,,,,,,,,,
79257,123856,ดาราพร,1,0,Nakhon Si Thammarat,,w1rr2p5,0,4.0606060610000005,,7.0,2,0,1366,0,0,1,Ice Cream,1.0,,,,,,,,,,,,,
79308,123932,ครัวชานเมือง,1,0,Nakhon Si Thammarat,80180,w1rj73f,0,0.0,,,0,0,179,0,0,0,Thai,,,,,,,,,,,,,,
79315,123944,นายเป๋า Super เล้ง,1,0,Nakhon Si Thammarat,,w1rpg50,0,4.0,,3.0,4,0,1752,3,0,0,Noodles,1.0,,1.0,,,,,,,,,,,
79441,124125,เซาท์เทิร์นสนุ๊กเกอร์,1,0,Nakhon Si Thammarat,80110,w1qyknp,0,0.0,,1.0,0,0,1246,1,0,0,Thai,1.0,,3.0,0.0,,,,,,,,,,
79574,124310,Mandy Nok Hotel,1,0,Nakhon Si Thammarat,80000,w1rpfzg,0,4.0,,1.0,1,0,768,0,0,0,Hotel Buffet,2.0,,3.0,,,,,,,2.0,,,,
79579,124318,ร้านผัดไทย-หอยทอด (แม่เล็ก),1,0,Nakhon Si Thammarat,80000,w1rpfc5,0,3.125,,6.0,5,2,1882,3,0,0,Street Food/Food Stands,1.0,,0.0,,1.0,1.0,,,,,,,,
79736,124542,แก้วโปรดทุ่งสง,1,0,Nakhon Si Thammarat,80110,w1qymjv,0,0.0,,2.0,0,0,1215,0,0,0,Café/Coffee Shop,,,1.0,,,,,,,,,,,
80021,124964,เจ๊อิ๋ว อาหารตามสั่ง หน้าเคหะ,1,0,Nakhon Si Thammarat,,w1rpg01,0,4.0,,2.0,1,1,246,0,0,0,Thai,1.0,,1.0,0.0,,,,,0.0,2.0,,,,
80070,125032,ข้าวแกงป้าพิน,1,0,Nakhon Si Thammarat,80110,w1qykss,0,0.0,,,0,0,568,0,0,0,Quick Meal,1.0,,3.0,,,,,,,,,,,
80085,125054,ชาชะมาย,1,0,Nakhon Si Thammarat,80110,w1qy7vd,0,0.0,,1.0,0,0,250,0,0,0,Café/Coffee Shop,,,,,,,,,,,,,,
80152,125151,ข้าวขาหมู โพธิ์เสด็จ,1,0,Nakhon Si Thammarat,80000,w1rpfse,0,4.0,,6.0,2,0,478,1,0,0,Thai,1.0,,,,,,,,,,,,,
80223,125248,ห้องอาหารชฎาแอท นคร,1,0,Nakhon Si Thammarat,,w1x069u,0,0.0,,,0,0,81,0,0,0,Thai,2.0,,,,,,,,,,,,,
80339,125399,Southern Coffee,1,0,Nakhon Si Thammarat,80000,w1rpg0b,0,3.3861386139999996,81.0,7.0,4,10,2090,2,0,0,Café/Coffee Shop,2.0,,3.0,0.0,1.0,1.0,0.0,,1.0,2.0,,,,
80343,125403,ก๋วยเตี๋ยวเรือเมย์ ทุ่งสง,1,0,Nakhon Si Thammarat,80110,w1qyknj,1,3.0,,,1,0,448,0,0,2,Noodles,1.0,,,,,,,,,,,,,
80440,125535,ร้านข้าวต้มเจ้าพระยา,1,0,Nakhon Si Thammarat,80000,w1x04b7,0,0.0,,,0,0,503,0,0,0,Late Night Rice Porridge,2.0,,1.0,,,,,,,,,,,
80530,125647,วุฒิ-ศักดิ์คลินิก,2,0,Nakhon Si Thammarat,80000,w1rpfzg,0,0.0,93.0,1.0,0,0,1091,0,0,0,Facial,,,3.0,1.0,,,,,,,,,,
80826,126065,Cafe'Amazon,1,0,Nakhon Si Thammarat,80000,w1rpfrh,0,0.0,,,0,0,113,2,0,0,Café/Coffee Shop,,,,,,,,,,,,,,
80904,126171,หลาดชุมทางทุ่งสง,1,0,Nakhon Si Thammarat,80110,w1qykqb,0,4.045454545,,1.0,1,0,481,1,0,0,Street Food/Food Stands,1.0,,,,,,,,,,,,,
80998,126305,Mr.Crab,1,0,Nakhon Si Thammarat,80140,w1rr8g1,0,0.0,,,0,0,330,0,0,0,Seafood,1.0,,,,,,,,,,,,,
81036,126354,"""Yim"" Icecream & Coffee",1,0,Nakhon Si Thammarat,80000,w1x04bq,0,4.0,,5.0,1,0,665,0,0,0,Café/Coffee Shop,1.0,,,,,,,,,,,,,
81051,126374,ข้าวต้มลานโพธิ์,1,0,Nakhon Si Thammarat,,w1x048w,0,3.0,,1.0,1,0,771,1,0,4,Late Night Rice Porridge,1.0,,1.0,0.0,,,,,,,,,,
81238,126650,หม่าล่า ชายนนท์,1,0,Nakhon Si Thammarat,,w1qyknj,0,3.0,,2.0,1,0,438,1,0,0,Street Food/Food Stands,1.0,,1.0,0.0,,,,,0.0,0.0,,,,
81250,126669,น้ำชา.com,1,0,Nakhon Si Thammarat,,w1qykwb,1,0.0,,,0,0,97,0,0,0,Café/Coffee Shop,1.0,,1.0,,,,,,,,,,,
81257,126677,ร้านอาหารใบเตย,1,0,Nakhon Si Thammarat,80240,w1qxjpj,0,0.0,,,0,0,332,0,0,0,Thai,,,,,,,,,,,,,,
81280,126709,ก๋วยเตี๊ยวเรือพรหมคีรี,1,0,Nakhon Si Thammarat,,w1wbrw5,1,4.0,,,0,0,114,0,0,0,Noodles,1.0,,1.0,,,,,,,,,,,
81492,126997,กระเช้าสีดา,1,0,Nakhon Si Thammarat,80000,w1rpg11,0,0.0,,,0,0,225,0,0,0,Other,,,,,,,,,,,,,,
81642,127200,ภัตตาคารย่งเซ้ง (ป่ากล้วย),1,0,Nakhon Si Thammarat,80000,w1x048t,0,4.2361111110000005,,22.0,3,2,1808,4,0,0,Chinese,1.0,,1.0,0.0,1.0,1.0,0.0,,,4.0,,,,
81723,127312,น้ำตาลบ้านซูชิ,1,0,Nakhon Si Thammarat,,w1x11xn,0,4.032258065,,3.0,2,0,594,1,0,0,Sushi,1.0,,1.0,,,,,,0.0,0.0,,,,
81811,127433,หนมจีน หม้อเขียว คอนโด,1,0,Nakhon Si Thammarat,,w1rpfu8,0,4.0,,3.0,3,0,325,1,0,0,Quick Meal,1.0,,1.0,0.0,,,,,,,,,,
81887,127538,ร้านนั้น,1,0,Nakhon Si Thammarat,80000,w1rpfgd,0,3.651515152,,5.0,4,1,900,3,0,0,Other,1.0,,,,,,,,,,,,,
82105,127815,ครัวซีฟู๊ด,1,0,Nakhon Si Thammarat,,w1x1613,0,5.0,,3.0,1,0,359,0,0,0,Seafood,2.0,,1.0,,,,,,,,,,,
82408,128267,ส้มตำ กม. 2,1,0,Nakhon Si Thammarat,80150,w1wb0b6,0,4.0,,,1,0,621,0,0,0,North East,1.0,,,,,,,,,,,,,
82429,128296,คีรีวง รีสอร์ท,1,0,Nakhon Si Thammarat,80230,w1wbn0k,0,0.0,,2.0,0,0,2369,0,0,0,Waterside,,,,0.0,,,,,,,,,,
82510,128405,อีสานยกถาด,1,0,Nakhon Si Thammarat,,w1rpg48,0,4.571428571,,2.0,2,0,1011,0,0,1,North East,2.0,,3.0,0.0,,,,,,,,,,
82591,128510,Dairy Queen,1,0,Nakhon Si Thammarat,80000,w1rpdvg,0,4.0,,,3,0,491,3,0,0,Ice Cream,1.0,,3.0,0.0,,,,,,,,,,
82594,128516,ไพลินคาเฟ่,1,0,Nakhon Si Thammarat,80000,w1x048k,0,0.0,,,0,0,280,0,0,0,Café/Coffee Shop,,,,,,,,,,,,,,
82758,128746,ร้านเก๋,1,0,Nakhon Si Thammarat,80000,w1x048w,0,4.0,,2.0,2,0,805,1,0,2,Quick Meal,1.0,,,0.0,,,,,,,,,,
82802,128810,Chuen Coffee,1,0,Nakhon Si Thammarat,80000,w1rpfuf,0,4.0,,1.0,3,0,355,4,0,0,Café/Coffee Shop,1.0,,1.0,,,,,,1.0,,,,,
82830,128845,ธาราฟู๊ด,1,0,Nakhon Si Thammarat,80250,w1qzbe4,0,0.0,,,0,0,383,0,0,0,Other,,,,,,,,,,,,,,
82971,129028,ครัวคุณยุ้ย,1,0,Nakhon Si Thammarat,,w1qzyxh,0,5.0,,,1,0,551,1,0,0,Southern Food,1.0,,1.0,0.0,,,,,,,,,,
83024,129094,Siri Coffee,1,0,Nakhon Si Thammarat,80160,w1x13fh,0,4.9523809519999995,,1.0,2,0,1381,1,0,4,Café/Coffee Shop,1.0,,3.0,0.0,,,,,1.0,,,,,
83124,129236,coffee cat cafe' by lila,1,0,Nakhon Si Thammarat,80000,w1rpdup,0,0.0,,1.0,0,0,618,0,0,0,Café/Coffee Shop,1.0,,3.0,0.0,1.0,1.0,,,1.0,2.0,,,,
83263,129437,ร้านน้องเล็ก ซีฟู๊ด,1,0,Nakhon Si Thammarat,80160,w1x162j,0,3.0,,,1,0,586,0,0,0,Seafood,3.0,,3.0,,,,,,,,,,,
83309,129497,หมี่ผัด เมืองคอน,1,0,Nakhon Si Thammarat,,w1rpfub,0,3.5652173910000005,,3.0,4,0,693,3,0,0,Quick Meal,1.0,,1.0,0.0,,,,,,,,,,
83376,129578,ร้านอาหารมุมสบาย,1,0,Nakhon Si Thammarat,80220,w1qxr98,0,0.0,,,0,0,228,0,0,0,Thai,,,,,,,,,,,,,,
83406,129625,ร้านน้องป้อม,1,0,Nakhon Si Thammarat,80000,w1rnbvx,0,0.0,,,0,0,156,0,0,0,Thai,,,,,,,,,,,,,,
83441,129679,Khonnect Cafe’,1,0,Nakhon Si Thammarat,,w1rpfu0,0,3.846774194,,6.0,10,0,1270,4,0,0,Café/Coffee Shop,1.0,,3.0,0.0,,,,,1.0,,,,,
83472,129718,ขนมครก ,1,0,Nakhon Si Thammarat,,w1rpfu8,0,4.0,,1.0,1,0,178,0,0,0,Dessert,1.0,,,0.0,,,,,,,,,,
83634,129926,สลัดไข่มุก  ,1,0,Nakhon Si Thammarat,,w1rj7d8,0,0.0,,,0,0,213,0,0,0,Healthy Food,1.0,,1.0,,,,,,,,,,,
83767,130107,Ban Rongsifire Cafe’,1,0,Nakhon Si Thammarat,,w1rpgpn,0,3.0,,2.0,2,0,253,1,0,0,Café/Coffee Shop,1.0,,3.0,,,,,,1.0,,,,,
83862,130246,น้ำชุบ,1,0,Nakhon Si Thammarat,,w1rp9y2,0,3.634615385,,11.0,13,0,5261,6,0,5,Steak House/Barbeque,2.0,,3.0,1.0,1.0,1.0,1.0,,,2.0,,,,
84002,130444,อีสานคลาสสิคจันดี,1,0,Nakhon Si Thammarat,,w1qz9jb,0,0.0,,,0,0,279,0,0,0,Karaoke,4.0,,1.0,,,,,,1.0,2.0,,,,
84082,130546,บ้านน้ำชา,1,0,Nakhon Si Thammarat,,w1qvgz0,0,0.0,,,0,0,384,0,0,0,Café/Coffee Shop,1.0,,1.0,,,,,,1.0,,,,,
84114,130587,ตรังโอชา,1,0,Nakhon Si Thammarat,,w1x049t,0,0.0,,,0,0,132,1,0,0,Café/Coffee Shop,2.0,,1.0,,,,,,,2.0,,,,
84561,131209,ครัวชาววัง ,1,0,Nakhon Si Thammarat,,w1rpfu8,0,4.0,,4.0,1,0,859,0,0,0,Seafood,3.0,,,,,,,,,,,,,
84623,131295,เชิญชวนชิม,1,0,Nakhon Si Thammarat,,w1qykqb,0,3.588235294,,6.0,2,1,1881,2,0,3,Noodles,1.0,,1.0,0.0,1.0,1.0,1.0,,2.0,,,,,
84651,131333,ก๋วยเตี๋ยวนายโม สูตรโบราณ,1,0,Nakhon Si Thammarat,,w1rpfvh,0,3.0,,4.0,1,1,260,0,0,1,Noodles,1.0,,1.0,0.0,,,,,1.0,2.0,,,,
84680,131373,ผัดหมี่กะทิร้านป้าภา ตลาดโต้รุ่งทุ่งสง,1,0,Nakhon Si Thammarat,80110,w1qykne,0,5.0,,5.0,2,0,1783,0,0,0,Thai,1.0,,,,,,,,,,,,,
84695,131391,ไทยโอชา,1,0,Nakhon Si Thammarat,80000,w1rpfxn,0,3.784810127,,20.0,12,1,4040,7,0,0,Thai,1.0,,1.0,0.0,,,,,,,,,,
84802,131536,ณ  สิชล Coffee Cafe’,1,0,Nakhon Si Thammarat,,w1x529m,0,4.0,,,1,0,824,1,0,6,Café/Coffee Shop,1.0,,3.0,,,,,,,,,,,
84809,131544,กินดิ,1,0,Nakhon Si Thammarat,,w1wbrxc,0,0.0,,5.0,0,0,638,2,0,0,Steak House/Barbeque,,,,,,,,,,,,,,
84938,131715,อาว่าพิซเซอเรียแอนด์เบเกอรี่,1,0,Nakhon Si Thammarat,80120,w1xh09v,0,0.0,,,0,0,393,0,0,0,Bakery/Cake,,,,,,,,,,,,,,
84957,131746,ตะวันต้มซุป ก๋วยเตี๋ยวลูกชิ้นแชมป์,1,0,Nakhon Si Thammarat,80000,w1rpfbg,0,4.0,,3.0,1,2,378,2,0,0,Noodles,1.0,,,,,,,,,,,,,
84961,131752,ครัวพรแม่ผ่อง,1,0,Nakhon Si Thammarat,80250,w1qz9nm,0,0.0,,,0,0,387,0,0,0,Thai,,,,,,,,,,,,,,
85132,131970,ใจเย็นเย็น บัวลอยกะทิสด,1,0,Nakhon Si Thammarat,80000,w1x04be,0,3.395348837,,9.0,4,1,1596,5,0,1,Dessert,1.0,,,,,,,,,,,,,
85195,132061,เดอวิลล์นคร,3,0,Nakhon Si Thammarat,80280,w1x00ky,0,0.0,,,0,0,88,0,0,0,Hotel/Resort,,,3.0,,,,,,1.0,,,,0.0,
85251,132138,MK Restaurants,1,0,Nakhon Si Thammarat,80110,w1qy7wc,0,0.0,508.0,3.0,0,20,1471,0,0,0,Sukiyaki/Shabu,3.0,,3.0,,1.0,1.0,,,,,,,,
85285,132191,เลิฟ-มิลล์,1,0,Nakhon Si Thammarat,80180,w1rj76h,0,0.0,,,0,0,332,0,0,0,Juice/Coffee/Tea/Soft drinks,,,,,,,,,,,,,,
85363,132304,Dunkin' Donuts,1,0,Nakhon Si Thammarat,80110,w1qyknn,0,0.0,164.0,1.0,0,0,554,0,0,0,Bakery/Cake,,,,,,,,,,,,,,
85389,132343,ข้าวมันไก่นายเฮง,1,0,Nakhon Si Thammarat,80000,w1rpdvy,0,3.666666667,,6.0,4,4,1833,2,0,0,Quick Meal,1.0,,,0.0,1.0,1.0,1.0,,,,,,,
85647,132701,ก๋วยเตี๋ยวหมู พี่ภา,1,0,Nakhon Si Thammarat,80000,w1x048f,0,4.0,,1.0,1,2,293,1,0,0,Noodles,1.0,,1.0,,,,,,,,,,,
85683,132761,CoffeeRoom,1,0,Nakhon Si Thammarat,80000,w1x049t,0,0.0,,1.0,0,0,364,2,0,0,Café/Coffee Shop,,,1.0,,,,,,,,,,,
85694,132777,เหลาริมทาง ข้าวผัดปู,1,0,Nakhon Si Thammarat,,w1qykrv,0,5.0,,1.0,0,0,238,0,0,0,Chinese,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,2.0,,,,
85850,133012,ครัวเมืองเหนือ,1,0,Nakhon Si Thammarat,,w1xh2kv,0,5.0,,4.0,1,0,1198,2,0,0,North East,2.0,,1.0,,,,,,,,,,,
85959,133159,ชามโต,1,0,Nakhon Si Thammarat,80000,w1rpfxv,0,3.903225806,,11.0,6,1,3344,1,0,2,Noodles,2.0,,1.0,,,,,,,,,,,
86022,133248,LYN Cafe’,1,0,Nakhon Si Thammarat,,w1qzkpu,0,4.0,,4.0,4,0,1814,2,0,2,Cafe,2.0,,3.0,1.0,,,,,2.0,,,,,
86042,133273,ป้าก้อยรสเด็ด,1,0,Nakhon Si Thammarat,80180,w1rj76v,0,0.0,,,0,0,158,2,0,0,Quick Meal,1.0,,,,,,,,,,,,,
86094,133333,ไทชิ,1,0,Nakhon Si Thammarat,80000,w1rpfsz,0,3.098039216,,9.0,5,0,1417,1,0,0,Steak House/Barbeque,2.0,,3.0,,,,,,,,,,,
86204,133480,Lovely Breeze,1,0,Nakhon Si Thammarat,80000,w1x04c5,0,3.3880597010000004,,15.0,7,0,2040,5,0,1,Café/Coffee Shop,1.0,,,,,,,,,,,,,
86425,133780,เก่งกล้าคอฟฟี่ไกดิ์,1,0,Nakhon Si Thammarat,80110,w1qyh47,0,0.0,,1.0,0,0,1586,1,0,9,Café/Coffee Shop,1.0,,3.0,0.0,1.0,1.0,1.0,,,,,,,
86581,134009,รสนิยม Cafe’ By Khanom,1,0,Nakhon Si Thammarat,,w1xh267,0,4.0,,4.0,1,1,1201,2,0,2,Quick Meal,1.0,,1.0,0.0,0.0,1.0,0.0,,1.0,2.0,,,,
86614,134053,เจ๊จี้โกชัย,1,0,Nakhon Si Thammarat,80240,w1qxvjm,0,0.0,,2.0,0,0,418,0,0,0,Thai,,,,,,,,,,,,,,
86721,134187,สุดยอดสะพานยาว (ครัวป้าจง),1,0,Nakhon Si Thammarat,80000,w1x0490,0,4.0,,11.0,2,0,2001,3,0,0,Thai,1.0,,,,,,,,,,,,,
86806,134302,น้ำเต้าหู้เต้าฮวย โกอ่าง หลังดาว,1,0,Nakhon Si Thammarat,80000,w1x048m,0,5.0,,7.0,1,1,1368,2,0,0,Street Food/Food Stands,1.0,,1.0,0.0,,1.0,,,,,,,,
86843,134350,ร้านส้มตำน้องแป้ง,1,0,Nakhon Si Thammarat,80110,w1qykpp,0,3.0,,,1,0,786,0,0,0,North East,2.0,,0.0,,,,,,,,,,,
86893,134419,วัดกระดังงา,4,0,Nakhon Si Thammarat,80210,w1xh0kk,0,0.0,,,0,0,53,0,0,0,Temple,,,,,,,,,,,,,,
87011,134591,All Day Cafe,1,0,Nakhon Si Thammarat,,w1rpfxz,0,1.0,,1.0,0,0,332,1,0,1,Steak House/Barbeque,1.0,,1.0,1.0,,,,,1.0,5.0,,,,
87226,134883,ครัวท่านขุน,1,0,Nakhon Si Thammarat,80000,w1rpfff,0,4.0,,9.0,1,0,2351,2,0,3,Café/Coffee Shop,2.0,,3.0,0.0,1.0,1.0,1.0,,,,,,,
87334,135021,ติ่มซำทวดทอง,1,0,Nakhon Si Thammarat,,w1rpfpk,0,4.0,,1.0,1,0,352,0,0,2,Dim Sum,1.0,,1.0,,,,,,1.0,3.0,,,,
87601,135381,น้ำแข็งใส 15 บาท,1,0,Nakhon Si Thammarat,,w1x04bs,0,3.487804878,,1.0,2,0,323,1,0,0,Dessert,1.0,,1.0,0.0,,,,,,,,,,
87610,135395,ฟองเบียร์,1,0,Nakhon Si Thammarat,80120,w1x51r3,0,0.0,,,0,0,564,0,0,0,Bars,,,,,,,,,,,,,,
87678,135483,Black Sheep Bar,1,0,Nakhon Si Thammarat,80000,w1rpgjp,0,0.0,,1.0,0,0,771,0,0,0,Bars,2.0,,,,,,,,,,,,,
87760,135605,สวนอาหารใหญ่พร้อม,1,0,Nakhon Si Thammarat,80150,w1wbb2t,0,0.0,,,0,0,228,0,0,0,Thai,,,,,,,,,,,,,,
87845,135715,เครปบุฟเฟต์ กี่ไส้ก็ได้ 20  บาท,1,0,Nakhon Si Thammarat,,w1qykjm,1,4.0,,4.0,1,1,1026,1,0,2,Street Food/Food Stands,1.0,,1.0,,,,,,0.0,1.0,,,,
87965,135873,ครัวนายหนัง,1,0,Nakhon Si Thammarat,,w1rpfvn,0,4.195620438,,155.0,49,3,26785,33,0,28,Thai,2.0,,3.0,1.0,,,,,,,,,,
88021,135943,กระเพาะปลาตุ๋นเห็ดหอม ข้าวต้มกระดูกหมู,1,0,Nakhon Si Thammarat,,w1x04b8,0,4.0,,,2,0,171,2,0,2,Street Food/Food Stands,1.0,,1.0,0.0,,,,,,,,,,
88684,136852,Ligor Home Bakery,1,0,Nakhon Si Thammarat,80000,w1rpfzg,0,3.823529412,,2.0,4,3,4774,5,0,0,Quick Meal,1.0,,3.0,0.0,1.0,1.0,,,,,,,,
88807,137014,น้ำตกวังไม้ปัก,4,0,Nakhon Si Thammarat,80230,w1wbn6n,0,0.0,,,0,0,67,0,0,0,National Park,,,,,,,,,,,,,,
88893,137123,ลิกอร์ ศาลากลาง,1,0,Nakhon Si Thammarat,,w1rpfsz,0,3.0,,,1,0,1626,1,0,1,Bakery/Cake,1.0,,,,,,,,,,,,,
88926,137165,ครัวชายเล็ก,1,0,Nakhon Si Thammarat,80110,w1qymm2,0,2.0,,2.0,1,0,275,0,0,0,Thai,1.0,,,,,,,,,,,,,
89031,137311,ร้านอาหารต้นแก้ว,1,0,Nakhon Si Thammarat,80000,w1rpfvt,0,0.0,,,0,0,107,0,0,0,Thai,,,,,,,,,,,,,,
